	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')
('FLII phospho S436', 'Data-Type: phospho')	1.91505314294	-0.0571061803219	-0.0102363992189	0.824072503367	1.29044526314	-0.477452426684	0.92368052072	0.0673136665915	0.427857080633	0.576815552375	0.25208805816	-0.572358828225	0.299054547912	0.747979008264	0.511772641567	1.07816996979	0.0777147843031	-0.160908583415	1.29998807801	0.479270393885	-0.296283709284	0.455501024366	1.13717247933	-0.246187698584	-0.200767073443	-0.142834339248	-0.117752627204	-1.98540839404	-0.200767073443	0.915068899341	-1.57561572473	0.684277046215	-2.12183452172	-2.05084226193	-1.83391473618	-1.49142801994	-0.421596063303
('CCM2 phospho S393', 'Data-Type: phospho')	1.32727429753	0.595721706388	0.768093880703	0.104384179576	0.0	0.0	0.0	-0.250237406648	-0.340877140614	-0.683956740755	0.470555062295	0.283403110897	1.03416840788	0.653163688802	0.719670212111	0.73027823834	-0.0577458330669	0.860111969677	0.433882067219	0.661905661117	0.756505988563	-0.813612396848	0.860111969677	0.0	0.53546872906	0.834947873499	0.0	-0.52857833355	-0.318867843697	0.180200970458	0.124451130681	0.0	-2.52236391776	-2.75585556892	-1.85426985229	-0.923181313683	-0.884752796643
('CCM2 phospho S384', 'Data-Type: phospho')	1.55558438302	0.143814936901	0.28890217457	0.171038445317	0.385271028078	-0.0587848332407	-0.5402442402	0.893458853147	-0.671985672157	-0.0467561503173	0.286194029392	0.32184878208	0.0153872621047	-0.0949687165381	1.06196045188	0.503954893896	0.0	0.0	0.0	0.137723754244	0.397454848114	0.683626401731	0.434682884488	-0.593148448702	0.0	0.0	0.233757310132	1.77819370302	0.245054604096	0.0255858463987	0.618196405805	0.83001651419	-2.15702364797	-3.20723999396	-1.64275974549	-1.05249082454	-0.946305239486
('WDR33 Rme1 R1144', 'Data-Type: Rme1')	-0.847995058588	-0.424845060256	0.0528678662949	0.0820142234442	-0.638079074751	0.214720903516	0.563697669197	-0.389927566586	-0.492427030191	-0.892613498876	-1.27836729812	-0.148193273378	0.806352830964	1.23626582758	0.678847149647	0.629750809402	0.728660531442	0.979178053976	1.47408593672	-0.215454862067	-0.96975670609	0.16182379729	0.817801012096	0.444065452955	0.952443060967	1.7981099673	0.89203127876	0.312929314758	0.332541476988	-0.0392303805623	1.81764606731	-0.734332113395	-1.53772370548	-2.41891774752	-1.84067729975	-0.851958607211	-1.25533394779
('KMT2D phospho S2296', 'Data-Type: phospho')	-0.5348454744	0.357309886478	-0.635931814922	-0.0437454089221	-0.60358557713	0.777840126011	-0.113245626473	0.0728061864076	-0.00993710973755	0.422643457883	-0.391160651117	0.888772527982	0.464375734804	0.359560289387	-0.312844662992	-0.373544540323	0.406192492066	1.23520194436	1.05651253168	0.61229418589	0.709661551068	0.498668049782	0.791031623656	0.836190872986	0.891870955443	1.48794574714	0.00513626290539	0.562994349989	-1.00894215515	0.688449859022	1.18623957062	-0.448030564431	-2.21001986709	-2.72757661171	-2.19023217342	-1.26622146456	-1.44183450317
('FIP1L1 phospho S554', 'Data-Type: phospho')	0.203090136904	0.294886793965	0.148057781831	0.0636929512939	0.476343699801	0.920198059909	1.12982807049	-0.484564356141	0.120274870563	0.0636929512939	-0.34296973664	0.363136650919	-0.198796803651	0.261326778452	0.165589757358	-0.0135967739115	1.71984585757	0.826189048839	0.622284132079	-0.316511321792	0.294886793965	-0.110096986754	0.203090136904	-0.823416368923	0.500944031816	0.622284132079	1.71984585757	0.336337720323	0.318825746529	0.221356836673	0.722155083086	-0.46556318894	-2.19774176177	-2.93813206496	-2.44340307871	-1.96977466411	-0.0135967739115
('EIF4B phospho S425', 'Data-Type: phospho')	0.367139218927	-0.030984995228	0.697689579131	0.738404757061	-0.597265104692	1.07472531491	0.835447397631	-0.0756278566707	-0.49694501181	-0.381713909036	0.00730377332163	-0.531139892761	-0.919508194681	-0.0656690125844	0.288679975023	-0.320391689874	1.24899582807	0.812600377091	1.8555418294	0.700824967026	0.571196913729	-0.204194501191	0.54662286746	-1.11954059954	1.18697571358	0.648009638316	-0.014175407162	0.557255526431	0.326427055467	1.14259961278	0.140972301912	-0.320391689874	-2.31238421143	-2.51012630184	-2.38881557947	-1.33729875969	-0.121239929726
('EIF4B phospho T427', 'Data-Type: phospho')	0.14834612014	0.0156177757761	0.0356356497622	0.361664424328	0.072872761892	1.14563592231	0.859864853665	0.219745020953	0.170190548998	0.498933824494	0.266269161916	0.0156177757761	-0.334131085882	0.0289721572132	-0.135057129547	-0.118682227122	1.08419039019	0.74651378354	0.605346935154	-0.0473456003096	0.932564057212	0.638501686696	0.687668412864	-0.430586434009	0.938975604576	0.614452783638	0.42264095832	1.19303204651	-0.338087719558	0.153512906316	-0.130196653931	-2.26761984792	-2.53059578026	-1.60624552317	0.0	-3.26122925412	-0.656988306411
('EIF4B phospho S424', 'Data-Type: phospho')	0.258731234467	0.0995836539981	-0.000175438785337	0.374496025385	-0.000175438785337	1.00277418253	0.734466554083	-0.0773184858377	0.255947468422	0.443792048725	0.350160640949	0.210445376382	-0.450190425105	0.00211724012524	-0.140857478061	-0.0545064205756	1.61003374713	1.44238395935	1.01408382149	0.0753029545363	0.509843310618	0.0927625038616	0.235413964294	-0.464374666569	1.44238395935	1.08154890829	0.332132704408	0.578108508882	-0.0566662225655	0.526111961485	-0.195241758988	-1.5295848221	-2.93161174507	-2.2492877537	-1.74261077955	-1.85025636501	-0.929766928074
('THRAP3 phospho S243', 'Data-Type: phospho')	-0.641392420118	0.196813265095	-0.00465757639298	0.110214966572	0.02145444947	0.325394904608	0.464357599658	-0.0614074229565	0.883903170105	0.738126281274	0.617292348412	1.096504653	-0.116724716528	0.0603308049654	0.253507529992	0.0494460622412	0.506055295776	-0.12536655375	-0.0511564711427	0.90524269303	0.0246179977528	0.0603308049654	0.579440704482	-0.296124053589	0.167687235804	0.877574608209	0.394514258174	0.494483713548	0.497657508194	0.595004912344	0.827749653278	1.06910417471	-2.41903187069	-3.52188300806	-2.6191932445	-1.10755571091	-0.852316547013
('LUC7L3 phospho T238', 'Data-Type: phospho')	-0.336618901338	0.0941416317757	-0.138262167263	0.191616207779	0.256370680544	0.630277039664	0.568588282513	-0.0839297043081	0.843327206279	0.80394799391	0.89330589843	1.04334012525	-0.219184663033	0.116956441508	-0.0577812820358	-0.0349729321947	-0.0770894573928	-0.0628392038007	0.196133258694	1.26127463029	0.318029485117	0.100446372604	0.0668469107364	0.0	-0.0331952724892	-0.0668023569241	0.226272694784	0.248485281824	0.605922140612	0.723187633553	-0.00218053470854	0.0	-3.64273104885	-3.43437566015	-1.22850799165	-0.306112587279	0.536113847554
('CTDSPL2 phospho S104', 'Data-Type: phospho')	-0.0875602908415	0.400794768485	0.407721499914	0.778271020224	0.552637360231	0.888110737288	0.130953580167	0.509223710817	0.262279248498	0.46891123949	-0.484996910312	0.381770750643	-0.241377294822	-0.080210983042	0.146988189043	-2.02815923425	0.610944799613	0.360867814518	0.086929028343	0.156865598979	0.344067891496	0.150282041553	0.412498617289	-0.423618938749	0.197815969674	0.91682403118	1.00591405455	-0.264274282891	0.892932216823	0.170371441789	0.995241237221	0.025584501219	-3.43222883009	-3.27983954865	-1.13536354485	-0.187964910701	0.390793420151
('PHF3 phospho S1952', 'Data-Type: phospho')	-0.430371257845	1.06620836332	0.250181560164	1.12291343621	-0.256180501075	0.0519437717606	0.261597918093	-0.479426421441	0.98952839857	0.64261659218	0.292334460922	0.808582289191	-0.22137740476	0.143188186433	-0.0425775933813	0.199342761905	0.508873184778	1.87358625645	0.586406514857	-0.572636670545	0.356167473395	0.411295509185	0.508873184778	-0.260011342517	-0.537722213475	1.03241162166	0.396960099867	-0.399888871772	0.239670384419	0.586406514857	0.932526587533	-1.36650725287	-3.39430759955	-2.41189104695	-1.42581586151	-1.19483694929	-0.26806408356
('RBM15B phospho T631', 'Data-Type: phospho')	0.63782666776	-0.340581090905	-0.266089840155	-0.608386459648	-0.261810537086	0.519609217324	0.68966941287	-0.340581090905	0.439508913776	0.559322065386	-0.194063860671	0.954023994236	-0.501536264363	1.05901718871	0.973877224081	-0.0750215751226	1.12421275681	0.758296150764	0.540389815113	0.449280768175	-0.146794353544	-0.185551679212	0.293414718248	-0.92939203711	-0.304741291853	0.265053037977	0.954023994236	-0.354386941928	0.142201313633	-1.15287721568	2.7708971942	-0.281539375202	-2.65234989142	-2.86105624103	-0.976953866491	-0.711286278707	0.0143754577281
('SRRM1 phospho T220', 'Data-Type: phospho')	0.289278670117	0.83127933138	0.838184103583	1.67539666708	0.0	0.0	0.0	-0.713068483941	1.05697395958	1.1650103479	-0.902604091456	0.137337022377	-0.962059436565	0.282697862353	0.798813553931	-0.819947881898	0.375375189378	0.366968450014	-1.68284838862	-0.218581835672	-0.00695296757257	-0.297779407627	0.306947072896	0.0786606930988	0.357092510478	1.1944276749	0.0	1.03571169646	1.1235341326	0.959657601075	0.0853411235881	-1.02782443966	-1.7681522152	-2.28592627014	0.0	-1.60024317753	-0.672699066911
('SRRM1 phospho S874', 'Data-Type: phospho')	0.859824151639	1.62316905863	0.243350092342	1.37228426572	1.20836323601	0.716558331071	0.183115074087	-0.128444309725	1.49239271401	0.610758315668	0.0288021913465	-0.349553176583	-0.421736674129	0.0811065316138	1.03732314468	0.0244990387555	0.27205073971	-0.0993403629632	-2.17201739617	-0.905425085495	0.335281652885	-0.728394109287	-0.479991411424	-0.0843223904647	0.368193934646	0.843068789287	-0.338020259739	0.0392022764508	1.18842357214	0.697004390176	0.143682977662	-0.434413536428	-0.807009210732	-3.16597214152	-1.35351689613	-1.5794259562	-0.320871561532
('FRYL phospho T1959', 'Data-Type: phospho')	0.783221036826	0.223963791867	1.552781347	1.30490258569	0.763643278332	0.76866776128	0.867473095992	-0.0164681613973	0.695974302512	-0.201399129086	-0.630100600402	-0.00650795192617	0.423952063317	0.173858392004	0.854950089506	-0.277233770537	0.593899436393	-0.474374258413	-0.404007421474	0.644942608887	-1.20178473408	-0.796415295983	-0.06203594845	0.725563706115	0.209346234793	1.01468944404	0.619135035894	0.403303576605	0.760554830573	0.91784153369	-0.747251298356	-0.591873253637	-1.82687056402	-3.33766407889	-1.69747752224	-1.3468276864	-0.684372476037
('RPGR phospho S961', 'Data-Type: phospho')	0.303415924329	0.926752516657	0.325114866988	0.766279543969	-0.381189492979	0.523865418952	-0.454753494227	-1.49574714253	0.594040951317	-0.0040754424758	0.408258068821	-1.17063470621	-0.715374935771	0.155468614025	-0.826724215602	-0.77131350289	0.529962768188	0.622710274818	-0.238188694354	0.622959139043	0.263314434065	0.472364131829	1.00239025746	0.520728934122	0.974282485694	1.317095149	0.0198489287145	0.857042490546	0.619997433099	1.12754040822	-0.311090564169	0.831190136841	-3.13975195581	-2.96251198163	-0.563450525512	-0.301230816631	-0.448585405907
('PCMTD2 phospho T274', 'Data-Type: phospho')	0.523813714067	0.551057081757	0.604030635002	-0.702866577323	-0.287407176263	0.58844545794	-0.434801093545	-0.456294023092	0.719817505623	0.737346154843	0.0665881344784	-0.434801093545	0.252639822291	1.21572934401	0.0275960903866	-0.536171889635	0.193134895198	0.523813714067	-1.45772036876	0.150019953079	0.449374667161	-0.495659798978	0.0934808593946	0.305158752733	0.960821306836	1.90549532994	-0.202457379566	1.52449773049	0.708360711637	0.708360711637	0.103946731477	-0.0120014612286	-2.20565427995	-3.04224922023	-1.8687297455	-1.3358054605	0.559090264067
('USP34 phospho S3406', 'Data-Type: phospho')	0.054146817821	0.717445803498	0.089219311291	0.951464353778	-0.974519819871	0.625663463128	0.256179327158	-1.28995468488	0.482498002237	0.477220741856	-0.405128752251	-0.183229980465	-0.669383156773	0.786396694368	-0.00358540258178	0.222778611421	0.303677961986	0.690463680361	-0.543389334478	0.476277861771	-0.329003400617	-0.534198676947	0.894708109627	-0.35320509261	1.62655974288	2.28979842737	1.08246449519	0.818124393708	0.876393803626	0.899617071819	-0.138299339931	-0.730565009538	-1.32891602248	-2.21410511278	-2.32492126723	-1.25624933512	-1.34244428635
('SUPT5H phospho T791', 'Data-Type: phospho')	-1.57043169108	-0.451416886672	-0.551464012318	0.0740750204216	1.10028216713	0.595197603247	0.319531236641	1.1628277284	-0.000382533114527	-0.332531068118	-0.427422472927	-0.208059540633	0.683930138551	-0.238939241961	0.485797086047	1.40823690421	-0.53031901503	-0.466497993789	-0.283307488696	-0.553536342388	0.807711006272	1.23090153017	-0.0313841197309	-0.7827372242	0.0502560732146	0.3075534072	0.0502560732146	1.3531770694	0.297939194168	0.817466597633	0.932420392564	0.402523541812	-2.71590880256	-3.11148089898	1.10028216713	0.185534689512	-1.11008029474
('ARHGAP5 phospho S1124', 'Data-Type: phospho')	-0.870536333857	0.170714614024	-0.661939925049	-0.265598539434	0.472260978781	0.555416078552	0.545535633891	0.417903770336	1.19536849683	0.625904461803	0.0205538565903	-0.291200062249	1.54471942041	0.315237500268	0.515490281814	0.715533958942	-0.461355643175	-0.633918259403	1.10609466858	0.112242214985	0.695812907379	0.476107317155	0.391088523646	-0.548734865364	-0.728820433776	-1.11785382222	0.224481306632	0.976313841986	0.589437334681	0.688438911349	0.273694946139	-0.143142288924	-3.37829135984	-2.87073635953	0.0	-1.0156210005	0.359397868547
('SUPT5H phospho Y787', 'Data-Type: phospho')	-1.19865513172	0.306413140086	-0.226918987796	0.624908844072	0.812163344827	-0.342821017782	0.54584118366	-0.152996984409	0.125874530867	-0.932321586712	-0.614222418278	0.224071753474	0.687797709528	0.0846980547427	0.919901397166	2.14193231712	0.180755885187	-0.16581213823	-0.376382741254	0.0115071812231	-0.314980737252	0.303015649367	-1.12884460167	0.145066101142	0.272043070542	0.919901397166	-0.0297137258603	0.306413140086	1.44047084243	1.81365384455	-0.223722041163	1.25517656731	-2.6218436597	-2.05403021463	-2.09314294748	-0.726539158981	0.0813421383572
('SUPT5H phospho T806', 'Data-Type: phospho')	-1.25806989066	-0.312604380421	-0.385059163285	-0.326675513764	0.696195379865	-0.637773067409	0.696195379865	0.0274004736751	-0.218012594649	-0.450548980878	-0.0636535902676	0.604226367006	0.0539241325589	-0.267361755508	0.00328994645782	1.43012542054	0.881244642193	0.109071884703	1.08717195802	-0.429308574954	0.457963599486	0.79953577544	-0.607925317183	-0.372272166635	0.645000942238	1.26958931572	0.119363604857	0.48167707493	1.27718605576	2.38158844654	-0.301831135544	0.775631244219	-2.08362710172	-2.69975065155	-1.54530148923	-1.39880751018	-0.437798760252
('LARP1 phospho S1067', 'Data-Type: phospho')	0.0	0.0	0.0	0.0	0.708178148615	0.490849710501	1.57811804886	0.0211326367227	0.583001885546	-0.151846992948	0.598199590559	1.22155527371	0.395085207658	-0.12335970506	0.670036317016	0.486837656708	0.787224800207	-0.372194447697	0.784887630447	1.22566254675	-0.423965800513	-0.916136325883	-0.560366763331	-0.573779380919	0.522278679844	-0.0398267675706	-0.0159963426877	0.051106777319	-0.260442343751	1.4734871079	-0.557245971133	-0.677206741444	-2.4097775147	-2.56100662749	0.0	-2.1166307869	0.162140493657
('IK phospho T42', 'Data-Type: phospho')	0.555963896617	0.991718189993	0.545938343521	0.295080273492	0.13908533144	0.639623192356	1.52736529337	-0.475835391955	0.234347896202	-0.0666874692468	0.507416390475	0.388641508488	0.0553123339482	-0.701941454829	0.348373470775	0.566813293635	0.0187586280986	0.0369262981659	-0.873593641673	0.462732318014	0.123582771088	-0.0860102532323	-0.0119180961268	-0.989006238413	0.795251393227	0.648349168308	0.302827647397	0.801340164302	0.774414457146	1.33222197486	0.639623192356	-0.218502827826	-2.73254028369	-2.36528525107	0.0	-2.55533002041	-1.6550564988
('HDGF phospho S202', 'Data-Type: phospho')	-0.169525563844	0.570074731111	-0.0994350336484	0.663685159043	1.10601841252	0.885720274286	0.563833217546	0.622917282545	0.803564145472	0.553365534886	0.177811898606	0.858667882054	0.123212553318	-0.904010556572	-0.364773278069	0.611972338327	0.856134685558	0.695856318818	-0.698157639135	0.182339925503	-1.59614977856	-0.808916580627	0.56467292817	0.211379065743	0.389291318813	0.21225910882	-0.619645415269	0.458258903191	0.904012998705	1.15583296045	-1.44953726192	-0.287166661808	-1.54549397016	-2.93454829479	0.0	-2.51355670647	0.820035097386
('ARHGEF12 phospho T736', 'Data-Type: phospho')	0.668148464482	0.708986895741	-0.617274847757	0.912188137947	1.03635524105	0.965057845453	0.857787543694	-0.0139022968352	-0.747464772333	-0.33342993526	0.867144625929	-0.0941822560497	0.768795390891	0.0752167404583	-0.978425332712	0.019163590062	0.0218440693723	0.395092083958	-0.980723197886	0.270309456178	1.59274164504	0.809239772188	-0.897483919495	-0.318120984213	0.407066408361	-0.0261333800208	-0.359153415546	1.8076289695	-0.305390291325	1.34271038408	-0.700936795934	0.0105074943725	-2.26503741319	-2.24758126767	0.0	-2.36840438746	-0.282340265074
('TNKS1BP1 phospho S851', 'Data-Type: phospho')	0.9064836038	0.0596868618368	-0.179905739228	-0.200369049799	0.644962093731	0.580583977911	1.30771472167	0.268398457914	0.900609045061	1.20125450125	1.26375207207	1.9927458404	0.479515981619	0.532530007905	0.85117977903	0.544152068427	0.319261221422	0.0858065106598	0.23783272327	0.0787830983375	0.0981882339952	0.138191892384	0.0701452690984	0.174393035628	-0.140398237725	-0.15365073884	-0.320471347093	-0.365705974944	0.0693091686223	-0.107665362478	-1.07588829738	0.0246448888916	-2.43165326322	-1.85471823442	-2.11342900405	-1.67002801878	-2.21624178697
('EHBP1L1 phospho S462', 'Data-Type: phospho')	1.00763526712	0.0701447969948	0.00160780654701	0.154058353653	1.44846860422	0.894620616658	0.976227392754	1.42701233423	0.867281817545	0.427611353734	1.61455448503	0.661033250912	0.0	0.0	0.0	0.0	0.294351576914	0.177232764148	0.603793111603	-0.570134037939	-0.453639280925	-0.119991896191	0.732750934048	0.412173356407	-0.94201435675	-0.595255044498	0.701844982579	-0.833407044446	0.471411942067	-0.818374939526	0.0	-0.522781912972	-2.75906609945	-1.250464088	-1.50817687942	-1.22971890878	-1.34079025827
('PDPK1 phospho T245', 'Data-Type: phospho')	0.733247189008	-0.306476057877	-0.51721869392	-0.11637299941	1.43986750291	1.40965409098	0.918982590418	-0.334038573582	0.502224963556	0.467725270735	1.02963267891	0.861563399788	0.823089648849	0.901612753829	1.40269979426	1.12297794729	-0.367513274391	-0.372081489594	-0.119474659526	0.44692345497	0.651611193514	-0.372081489594	-0.589408947838	-0.0114670706941	-0.00662931037348	-0.508644178411	0.903371191291	-1.51342641334	-1.14496255614	-1.11990421856	0.637845486736	0.786957401115	-2.73563422604	-1.44459658573	-0.27447672408	-1.63708254247	-1.54849654658
('PDPK1 phospho S241', 'Data-Type: phospho')	1.69308393755	0.0736645139517	0.0393846862093	0.384055838445	1.08266980471	1.14858461824	0.421424406104	0.305310134084	0.235741704773	0.196621679338	1.20926420895	0.751153506355	0.301897809013	0.331478913505	0.825030122657	0.314839330516	-0.353815109923	-0.611136972482	0.297385469431	0.698356618857	1.48153838058	-0.208543981801	-0.497539925352	-0.414080712606	0.00256994242827	-0.497539925352	0.35278949134	-1.78487812078	0.053651632842	0.0808731174031	0.0901227826598	0.796250275168	-2.83149019748	-0.921177721139	-0.777127727089	-2.67626098039	-1.59415155072
('LMNA phospho T409', 'Data-Type: phospho')	1.18916444369	0.824978854827	0.246836849171	0.211920981921	0.545489597908	1.0873035959	0.712931089769	0.841065692235	-0.260080840369	-0.473687970581	0.0740084864164	1.5576901246	-0.0706522357041	0.745718438795	0.849325938758	0.702553543234	1.68141513133	-0.0352412623349	1.42191787406	0.202838401092	0.272144954165	-0.373759970637	0.187913430365	-0.283843031121	0.562957711192	-0.143315857916	-0.40792061118	-0.939623075867	-0.160249901915	-1.21830474897	0.11795601074	-0.429171028491	-1.51809524016	-2.07963856781	-2.71516801851	-1.43338631065	-1.49399247795
('LMNA phospho S407', 'Data-Type: phospho')	0.969050579764	0.558639782057	0.058143477816	0.148605782816	0.636623577598	1.31635208232	0.957409615719	0.81852973207	0.0106858884879	-0.117656463047	0.413555433058	1.72528141072	0.000159043363435	0.693041098063	0.6585789103	0.568239670618	1.47506951533	-0.193401894907	1.24624949312	0.297724771001	0.267532238022	0.110088179769	0.281755876733	-0.264942586175	0.495574199234	-0.291358443254	-0.341760419419	-0.952835913317	-0.267898401024	-1.30128721248	-0.07099548102	-0.270633605696	-2.14401496307	-2.2712011175	-2.27870340821	-1.6172257114	-1.32297473747
('LMNA phospho S414', 'Data-Type: phospho')	1.31232835518	0.321675136316	0.159812268202	0.0715625480261	0.558331829139	1.23557858199	0.825873938406	0.672098241371	-0.231723263019	-0.726376521101	0.0833082799304	1.67943400218	-0.235636393651	0.72536328156	0.65882772227	0.60125697272	2.41091195784	-0.226624149945	1.53451078055	-0.141662125149	0.0206797533335	-0.0596188076506	0.22576632737	-0.759623228512	0.809939771467	-0.169434301721	-0.549049724643	-1.70557608731	-0.503314919458	-1.93896924808	-0.402439258593	-0.552087679253	-1.39943321843	-1.39943321843	0.0	-1.45677370913	-1.44948389377
('LMNA phospho T24', 'Data-Type: phospho')	1.29815903618	0.652993662855	-0.0754346951751	0.758085319569	0.695286307307	-0.120031894026	-0.0425257000523	1.01598795655	0.00135285232419	0.3775682084	0.0693827001068	0.874292670515	-1.05691578189	0.45119712545	0.393384070425	-0.0337950866779	1.64788001517	0.357094386649	0.74692484588	-0.108314782056	0.0353169652791	0.10046630384	0.847389353549	0.178107804719	0.897301705648	0.597242064577	-0.440755806465	-0.236715061573	0.056082977039	-0.986725164189	0.267815046143	-0.0780869401388	-2.52328091855	-1.99842598825	0.0	-2.91010053666	-1.70820302246
('AAK1 phospho T389', 'Data-Type: phospho')	1.65996033083	-0.0831172599296	-0.0710494199867	0.851914220347	0.556356563174	0.638640575695	0.646879656473	-0.0883738228905	0.550982080116	0.844475035104	0.835380797901	0.624595775671	-0.462651503922	0.180866448659	2.8093945859	0.236847247583	0.603307556061	-1.64788523911	-0.218919762642	0.563343005167	0.160931680632	-0.381955800796	0.156000829073	-0.383899294665	0.439693997501	0.509917029237	0.165134721381	0.0357002826012	-0.17798372985	0.202012228064	-1.50456567519	-0.207129027693	-1.36104473552	-2.3664314177	-0.876909364048	-1.35009680546	-2.09032178777
('SEPT9 phospho T49', 'Data-Type: phospho')	0.321764585092	-1.09491967002	0.416545959043	0.339319218842	0.433857941207	1.13263825292	0.167554561128	0.373228765549	0.0157229691273	0.649746692303	0.555397515449	0.289781733667	-0.662584508272	-0.0740930520234	1.73197234522	0.734087942927	0.516838790385	0.64051321775	0.0707959181422	0.367448453806	0.539822369312	1.25355485568	-0.354919075021	-0.480260953836	0.966336588155	0.153095783695	0.0993056707716	-0.480260953836	1.01125263815	-0.322504012822	-0.921026202549	-0.157734178432	-4.10687306203	-1.68622653171	-0.929281685864	-0.86649272261	-0.643406159309
