	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')
('RBMX Rme1 R125', 'Data-Type: Rme1')	-2.71246929816	-1.44155942207	-1.97598189458	-1.91067504706	0.907314018083	-1.60260741208	0.507235390801	0.887457161629	1.57449809264	0.905347906403	0.495325726139	-0.392549657437	-0.0152590267987	-0.173720068201	0.387833478753	1.07316864874	0.203476663781	0.173313070226	0.0180800118985	-0.44433098373	0.346393528647	0.45962125296	0.281346935614	0.382952912047	-0.382974056688	-0.258306144827	0.967303359589	0.903181378801	-0.281421456237	-0.603688121125	-0.256864524799	0.51752669173	2.05979239417	0.263990411756	-1.24154919235	0.344338256008	0.0344590157338
('ALYREF Rme1 R63', 'Data-Type: Rme1')	-2.89295153593	-2.42104912089	-2.21336812878	-1.72387650525	0.497405465765	-0.709786848723	0.763536668185	0.0952486169728	1.98307764552	0.459815943272	0.134085321429	-0.171815491947	0.661698698958	0.180782934454	0.206223820218	-0.0489035037343	0.410024293388	0.186348557541	0.140538635079	0.42144725797	-0.146918943022	-0.183998937377	0.567539497175	-0.0761848391818	0.325535277342	0.339076080859	0.689836650848	0.819517702417	-0.0437450717366	0.447527109037	-0.501281217178	-0.4840655871	1.15139881745	1.03815385698	-0.992003821951	-0.170582367226	1.26171306917
('SART3 Rme1 R906', 'Data-Type: Rme1')	-2.61310204621	-1.98633300645	-1.94272347234	-1.11976304512	1.2075032122	-0.701384005579	1.28335693721	1.04391580671	1.4596865645	1.11254000586	1.00589408399	-0.816301480525	0.697318504663	0.936496165106	-0.283655509309	0.278735392775	-0.454754149731	-0.311321020941	-0.500843502889	0.783478288475	-0.173676617289	-1.03784673569	0.745404226574	-0.894707439332	1.17304598002	-0.16904890447	0.592883596189	1.15190405252	0.760513444521	-0.531031401849	-0.264218136215	-0.896732013831	-0.156710100987	0.200839052384	-0.0851712121136	-0.130578362834	0.636386850004
('ZDHHC5 Rme1 R617', 'Data-Type: Rme1')	-1.93797274737	-1.93320220698	-1.22488028913	-1.15510307629	1.54140010828	-0.642814853694	0.459263827462	-0.106145936394	1.78464338949	2.13749101187	0.496455117124	-1.66093621144	-0.747193541116	-0.271414142867	0.334690864855	0.735019833358	0.14886378413	0.430365908469	0.612081088548	-0.16863908067	-0.0986198767963	-1.05730352283	0.860542899888	1.77481611014	-0.499976783845	-0.193879146623	0.617335965561	0.201726920698	-0.241623314797	-0.000465339157872	0.269412379607	-0.248049624461	1.25608304559	-0.90939794103	0.0	-0.793349821456	0.230775201891
('MTMR14 Rme1 R638', 'Data-Type: Rme1')	-1.87002188824	-1.91361216525	-1.01590983092	-1.1393959666	1.76718347542	-0.513087882916	0.551494773444	-0.075846527883	0.828034300318	-0.872094678289	-1.11509092428	-1.15844816931	-1.17909403698	-0.0859226010529	-0.968624696151	-0.214961478652	0.194148024449	0.0157239110165	-0.300717066992	-0.53953929028	-1.5977758146	-0.358721062984	1.22013554077	0.457517833082	1.12130572332	0.0109171846381	0.543590234135	0.362010366221	0.48333637264	-0.206837574096	0.770358764742	0.464101413893	1.29071320321	1.61493464017	0.555309553221	1.19467112156	1.68021521921
('AKAP8 Rme1 R233', 'Data-Type: Rme1')	-1.5570853092	-2.00012837283	-1.19696931598	-1.3040823956	1.82810867046	-1.48460019667	0.721460268796	0.696220132244	1.04348846475	0.503703512484	0.232464423343	-0.958231872318	-0.864748725847	-0.419164291719	-0.821734155859	1.55533974024	-0.229585236792	0.390915140524	-0.343897255357	-0.68126983348	-1.48460019667	0.0	0.681034231002	1.0294029053	-0.172825261878	-0.186281412785	1.12604756443	0.983548486417	0.233748898123	0.151889037006	0.0	0.0	0.968247722745	1.19051374618	0.0	0.532178851449	-0.163107962504
('HNRNPH2 Rme1 R233', 'Data-Type: Rme1')	-2.22898866913	-1.40872503156	-0.746878643492	-0.785219158905	2.50462247376	-0.186449271114	0.971583324472	-0.222062081736	0.0777925157075	-0.64298298487	-0.122144155777	-1.52904906966	0.755028900043	-1.10833637938	-0.711693419491	-0.349433729457	-0.736807356906	-0.219301708631	-0.453097229971	-0.53754770327	-0.020844086353	0.0361629079126	0.77965994258	0.262474748484	0.200084286112	0.317992829818	1.04857033417	0.433398594076	-0.693403965065	-0.432537469846	0.372158898475	0.0247432190765	3.0519917204	1.3090481076	0.226698765458	0.410866620909	0.352623925563
('ZGPAT Rme1 R370', 'Data-Type: Rme1')	-1.35120129471	-1.98855974431	-0.587320668963	-1.20249693505	0.112517204221	-1.73184696921	0.277287321531	2.0980888906	1.38718176377	0.652382331229	1.13467971965	-0.542291005354	-1.67324388862	-0.303856885424	-0.664424331372	-0.0633660911781	0.00714519564183	-0.285642965696	-0.838596225682	-0.860748478066	-0.875902274087	-0.653772230229	0.208667190452	-0.689094570357	0.944423497623	-0.743028798643	0.80788354894	0.69625514751	1.53971076089	1.12370826753	-0.4099069006	0.966998987346	1.31828838868	0.907031489668	0.446349003487	0.38327454671	0.453427002074
('EIF4G1 Rme1 R675', 'Data-Type: Rme1')	-2.10314414348	-1.95863433972	-1.37646029429	-1.31013470484	0.286469182925	-1.59240115669	1.97315845967	1.78134326206	0.247358001848	0.337240962747	1.05592212626	-0.534521541968	-0.618106624279	-0.203536227563	-0.614412811614	-0.049593459699	0.380050903868	0.262968306061	-0.374921415609	-0.495585944579	-1.02990283489	0.0	-0.218532188704	-0.0659250000844	0.310119552738	0.552018953531	0.0894295705744	-0.0109608707337	0.661979042469	0.50869174745	0.0	0.0	1.66015060981	1.35764558198	0.0	0.385331926075	0.706895368679
('PPIG phospho T358', 'Data-Type: phospho')	-1.4687130542	-2.08264439593	-1.34195989035	-1.30733896202	-0.0543505191124	-1.26449393564	0.760266091711	0.31423582041	1.26148426727	0.301484169714	0.299516225747	-1.27085574835	-0.799252098299	-0.973341383701	0.299516225747	0.117474863896	-1.01816134524	0.69405025973	1.87318525417	-0.81766735024	-1.35907205434	-0.861484724867	0.403087295978	-0.345382802057	-0.468602344783	0.285803139189	0.88453955802	0.754427161214	1.04953779486	0.88453955802	1.31533820655	-0.448582934662	1.34968958283	0.994046292914	0.611575089132	0.265910686168	1.16219600052
('HBA2 AcK K17', 'Data-Type: AcK')	-1.45545731701	-0.788951241853	-0.49993983704	-0.289640995109	0.0	-1.44317854827	1.02556785965	1.1745193193	0.0	1.73858274502	0.976198850789	0.122731417336	-1.26216840548	-0.41528819422	0.580779099502	0.0	-0.0690702534247	-0.16255132708	0.435011013137	-0.99422591588	-0.813838314138	-1.14182729002	-0.804160322302	-1.65039095799	0.109795813881	0.113337129456	0.0	0.0	-0.369977873636	-0.508408864668	0.464877766513	0.01720191101	2.38054273271	1.78961164186	0.605873946587	0.924555610279	0.209888801105
('ZNF326 Rme1 R235', 'Data-Type: Rme1')	-1.88266116269	-2.24249632791	-0.9391388017	-0.977429576566	-0.284551787471	0.336958427623	0.359116628115	-0.021219071737	-0.229378028277	-0.198281168596	-0.595173098951	-2.21114918136	-0.265189063788	1.01752317621	0.711849987167	0.0820711603956	-1.30850915025	-0.110460066864	-0.215548566148	0.364100635644	-0.583731560236	0.0984637847201	0.796000615658	1.48481995681	0.711849987167	-0.294070061998	0.494111202793	0.826200609869	0.35559751534	0.21632834828	-0.000482884432097	0.672679427917	2.8970889689	0.85811685366	-0.475091949193	-0.608967634172	1.16065185607
('RBM39 Rme1 R109', 'Data-Type: Rme1')	-2.74726965869	-2.09718345665	-1.69393528128	-1.62308351371	-0.40669074871	-0.782074219864	0.373306131258	0.454258688834	-0.125590124224	-0.0667782667586	-0.313845477564	0.278586438009	-0.328074487171	1.16550317899	1.57981914178	-0.229037627201	-0.825207862102	0.456924988955	0.835028930119	-0.397602977126	-0.750192097825	0.154107510459	-0.500407845839	0.566282938958	0.982996482729	-0.090137794795	0.824598453624	1.10244198043	0.810259910316	0.300792183572	0.254581631108	-0.379103378743	1.5500791514	1.48224627488	-1.05429531885	0.546616850595	0.692079271106
('KIAA1429 Rme1 R1723', 'Data-Type: Rme1')	-1.12973908467	-0.373056143468	-1.60328429313	-1.79657160514	0.782520601837	-0.0960695438317	0.376813996639	0.503402005259	1.34865868666	-0.237088093532	-1.05708894114	0.234443974637	0.725821711224	0.665384517009	0.14258209935	0.126487514464	-1.8612667289	-1.56519977074	-1.17408682267	0.638223585356	-1.44569552178	0.189568334938	-0.48062607008	0.0153558263671	0.496277146619	-0.253538276667	0.737936734484	2.12762084132	-0.507167386826	-0.360951493018	0.65400772844	0.285709554134	1.41281220301	1.97811384724	-0.18651735709	-0.431766623663	1.11797284737
('TARDBP Rme1 R293', 'Data-Type: Rme1')	-2.25572454852	-2.16517937355	-1.56540744129	-1.40104260395	-0.311112087311	-2.07824679807	0.553792930267	0.373090669833	1.09292710742	-0.656083355529	1.08359310022	-0.298927766548	0.11411858654	-0.107096859281	0.0397547053137	1.26352542817	0.22175438135	0.512568227431	0.817123269239	0.19186854222	0.94170540576	-0.264567468216	0.716307495324	1.85977782175	0.137897006682	-0.0693060113096	0.613876036885	0.585076919728	1.29485038304	0.434892324521	-0.128088445965	0.0426993552573	0.538142501771	-0.561924871299	0.0	-0.0646802250887	-1.5019543428
('HNRNPA1 Rme1 R352', 'Data-Type: Rme1')	-2.31389393087	-1.10535120043	-0.298055844229	-0.613608046812	0.0389190752136	-2.32018460609	0.518013023604	0.27115051255	0.945521124575	-1.2118568463	-0.0396489674225	-0.361931410866	0.43801519978	-0.398136232646	0.572099845934	1.10920923546	-0.790856655232	0.171429538444	0.441537960683	0.506516975697	1.49968628025	0.526150489807	0.551000894152	2.88148913123	0.0698127707653	-1.13764008765	0.239382976025	0.308659347044	0.675339490475	-0.347979870166	-0.298560158509	-0.0415652593502	0.660309940863	0.155462805092	-0.309494457491	0.812853608052	-1.80379665163
('AIMP2 Rme1 R26', 'Data-Type: Rme1')	-2.76897221501	-2.25167893929	-2.36637276486	-1.15058613439	-0.206860939443	-1.49803210925	0.912803681722	1.23612670732	-0.127577088472	0.785247007257	0.789747343426	-0.487226164357	-0.361470796797	-0.0536287005404	0.243744251371	0.0770462805769	0.499943890106	0.520023275436	0.228112976441	1.54831581418	0.0339325076808	0.163138317592	0.0713934436423	1.23246361241	0.0678342090639	-0.165412878283	0.680222408716	-0.167585865964	0.541061308036	0.526720967939	0.972760686588	0.42737067837	0.71174767939	0.307984648206	0.0	0.282165978332	-1.25450307716
('TRIM33 Rme1 R515', 'Data-Type: Rme1')	-2.27411851853	-1.24814389297	-0.941737739262	-1.42804883331	-1.65684185987	-1.47974511742	1.25245236315	0.715738654838	1.04395308024	0.260759745937	1.38619010553	-1.5709161497	0.268183508075	-0.991557580135	-0.971027167279	0.180542591582	-0.120191578607	-0.0744105033438	0.137986758979	0.390566854689	1.06015039524	1.03569670563	1.65097193953	1.26682687286	-0.201146169193	-0.57267142577	0.307688090129	0.287417898948	0.739887892258	0.439503477375	-0.396193254819	0.131003954738	0.923210085655	0.58040834967	-1.30218206742	0.54817012389	0.621622408679
('HCFC1 Rme1 R1253', 'Data-Type: Rme1')	-1.20109427286	-1.73111895722	-0.617917352321	-0.674206820606	-0.406892403039	-1.58889559334	-0.794016728778	0.758836578784	-1.1288333993	-0.521630797467	0.074953936881	-0.476636514015	-0.885698110512	0.228600669155	0.338820356733	1.23977626391	-0.0599748029975	-0.391151018344	-0.10007047885	1.36160842394	1.23359120182	-0.166280889502	1.32103642312	1.15071197925	1.66024216222	-0.274647848485	1.25293733218	1.00946929509	1.12477990584	-0.0308773570999	-0.490596193368	1.20978191747	0.722915444159	-1.41649619418	-1.63844766776	1.02885475789	-1.1214332484
('PNN Rme1 R54', 'Data-Type: Rme1')	-2.58817276282	-1.7376007148	-1.70408660187	-1.55906723971	0.729255302875	-0.697176905936	-0.187782668788	0.766541245487	-0.17587495574	2.43449646199	0.523301134645	-0.415061021223	-0.786118894797	0.696718808965	0.437046115011	-0.0432555437497	-0.849422244035	-0.531738287599	0.432610211764	0.387532824592	1.14645796318	0.604741471813	0.358104083401	-0.737866215043	0.218659466425	-0.409962666885	1.2185449806	0.816640929224	0.960027113527	0.793140685209	0.0537563726933	0.197109797524	1.28018915077	-0.132851307609	-0.483924142118	0.371884777479	-1.38679672445
('DDX5 Rme1 R502', 'Data-Type: Rme1')	-2.46869076717	-1.67264039221	-1.47467229336	-1.99774521575	0.684164578504	-0.642347103736	-0.764173192787	0.0785744616968	0.467053190226	0.680398409788	-1.40834575985	-0.650227756063	0.28089633766	0.296732973768	0.313870855243	0.467053190226	-0.255554662316	0.121730635768	0.635703371478	0.598512654614	0.753673795154	0.795705843966	1.28037669973	1.03107294814	0.565698118463	0.410559868581	1.82306960252	1.46141760676	0.0385020565574	0.135509962683	-0.274181802595	0.155725674442	1.51810854005	-0.510342016887	-1.20742670201	-0.272928626512	-0.99483508478
('XRN2 Rme1 R946', 'Data-Type: Rme1')	-1.85867883327	-1.37325981561	-1.51238717403	-1.57596799911	1.00409873236	-1.13209643817	0.590615650618	1.78300721358	1.13400972936	1.46981078999	-0.495487311913	-0.466473853582	-0.685281494698	-0.356415300224	0.593056159088	0.621690381163	-0.718090763995	0.41031879484	-0.399424463927	-0.360090439347	1.23066773968	1.16310803645	0.799222700461	1.20761804646	0.83656696524	-0.202988674016	0.315062731323	0.286554140378	0.633231708737	-0.230617430107	-0.614920467231	-0.623545537342	1.80864743159	-0.96095269335	-1.12546136867	-0.0638606460036	-1.13128624672
('XRN2 Rme1 R883', 'Data-Type: Rme1')	-0.549719692249	-0.853464198474	-0.8348889113	-0.652205359029	0.796638306912	-1.37309667222	0.408867492608	1.782955503	0.513488865848	0.843778490961	-2.0267856761	-1.0085115029	-0.779410380021	-0.714287351968	0.781440888767	0.243892703685	0.910430698241	0.612207427996	-0.0192154987257	0.132471152631	1.68133649768	0.417972313086	1.5005724696	1.53532791066	0.614964753498	0.00755968926674	0.0834831082897	-0.0316925968715	0.431820381165	-0.631685098394	-1.17214164676	-1.03349657501	1.91517473832	-0.435224279438	-1.63678722676	-0.383177426831	-1.07859329916
('HNRNPA2B1 Rme1 R325', 'Data-Type: Rme1')	-1.78097979361	-1.72087670861	-1.47136974655	-1.57865562743	0.4350796316	-1.35681679385	0.123225280144	0.404448943199	1.122725006	0.106794544863	0.346149938193	-0.421591043876	0.0649969293197	-0.140552654618	0.57360109664	1.02087878522	-0.0777306185939	0.819700404735	0.0533935903081	-0.235576333952	1.21017139024	0.14756318486	1.01699015406	2.27614858328	-0.0286521783621	-0.372828716798	0.285673261089	-0.228151673363	0.0398069007519	-1.58573960568	-0.465968198932	0.619489535486	2.60206944804	-0.0847969900755	-1.11136292889	-0.232110157057	-0.375146837772
('HNRNPA2B1 Rme1 R203', 'Data-Type: Rme1')	-1.70750887823	-1.07789869577	-1.04452233985	-1.10131932721	0.898080400766	-0.746028582691	0.0106429190591	0.433436444576	0.509872389965	0.0123809652851	0.0169144851595	-1.1692114951	-0.138939417981	0.125794277699	0.193315687706	0.482762474105	-0.591220847625	0.522407254924	-0.00738577136329	-0.484685599782	0.184665500956	0.349300001092	0.96839873181	2.02764475039	-0.0190217359589	-0.424984188154	0.229729529454	-0.0698355582436	-0.837751506091	-1.75814101205	0.405052432898	1.47347740451	3.61527394959	0.0828916643566	-0.427309498426	-0.527864108119	-0.408412701653
('KHDRBS1 Rme1 R442', 'Data-Type: Rme1')	-1.14025967479	-0.869870355088	-1.02200386308	-1.39817152964	0.423226258187	-2.02773537517	-1.05951202119	-0.427849376921	1.5213210522	0.151970084993	-0.403620003431	-0.0872545371586	-0.0401333931461	0.590308915342	2.02902500697	1.27142786396	-0.918170180201	-0.275722983343	0.0944771324403	-0.500081281427	0.35530289049	-0.195034228002	0.948866301252	1.72537051112	1.45191889853	-0.453305815342	-0.0229151388853	0.863250352624	-0.795235077316	-1.49734782264	-0.165687719556	1.21072643504	1.73183791549	0.165731901485	-0.326887992048	0.0767269407979	-0.984690092551
('EPRS Rme1 R1152', 'Data-Type: Rme1')	-1.07126327511	-0.921429936062	-1.03122106121	-0.493539972491	0.910071126741	-1.95049099501	1.38280316836	1.65363046769	0.556774003769	0.119995308905	-0.98190343559	-0.888479853308	0.813504339675	0.650177387923	1.29648391291	-0.60776207298	0.30516724525	-0.288228228641	-0.669191340211	1.41398711893	-1.52483641977	-0.212061956752	0.108229981951	1.98329624941	0.653386137548	-0.842805424012	0.813504339675	-0.22822296174	-0.849325689555	-1.37237832641	0.275804828794	0.985739743627	-0.200316012191	-0.563686215887	0.938280862423	1.03852407313	-1.20221711979
('EIF4E2 Rme1 R241', 'Data-Type: Rme1')	-1.13764789621	-1.71404255566	-1.89871796617	-0.941925643158	0.569968021907	0.104544793441	0.733786620305	1.93534938173	0.524538135345	1.59706448064	-0.81371473108	-0.735486891462	0.0144712237443	-0.0961823962197	-0.0115559345194	0.320478574075	0.560473189364	-1.57204177238	-0.338344444442	0.590802531999	-1.53692411545	-0.211804748393	1.49432953504	1.33364503142	0.706188641406	-1.35379836029	0.513819231556	1.14277759773	0.122012127243	-1.03775923993	0.318468915042	-1.00589503201	0.417085481253	0.911795446319	-0.73192067915	1.08617993161	0.139983515358
('HNRNPA2B1 AcK K59', 'Data-Type: AcK')	-1.8860151246	-1.65422347056	-1.24166926749	-1.05676066777	1.27034509367	-0.380846758728	-0.197435229131	0.677601793445	-0.227752869247	0.848623192314	0.444304530323	-1.60447874089	1.08513816717	-0.765019976451	-0.564203853582	2.29808263481	-0.533640513467	-1.14161857045	-0.237380957904	0.922238255146	-0.434619038395	1.00850448829	1.77033647861	0.686609082229	-1.04165037893	-0.38593474787	-0.133770345095	0.211863450968	-0.0586252781683	-0.974696059362	0.0361019320323	0.52869681244	0.888068161214	1.74662193381	-0.227752869247	0.389925783057	-0.0649670721935
('ARID1A AcK K980', 'Data-Type: AcK')	-1.93916747813	-1.30075733525	-0.899141896155	0.0466210594293	1.08005798153	-0.660700540951	0.027985229974	1.11004725211	0.376089047604	1.54551750171	0.340836772697	-2.07607434024	0.528960513139	-0.453059857547	-2.14612553751	0.752001121844	-0.301377461109	-0.673548626999	-0.482567556076	0.668319432649	0.485753278702	0.655776622287	1.12013055331	-0.513323120654	-0.203633401939	-0.117473380644	-0.478361785991	0.50806968291	0.0	0.0	0.694235487819	1.92758222966	0.91978680424	0.0	-0.542458252414	0.0	0.0
('EIF4H Rme1 R191', 'Data-Type: Rme1')	-0.69506272733	-0.554836513296	-0.252013972182	-0.800945230156	0.697532164903	-1.28732108161	0.828504593651	1.44560396942	0.745028680289	1.750718531	0.497955534895	-1.41097878233	0.0137303871324	-1.18077698949	-2.55968105533	0.806975412188	0.0	0.0	0.0	0.0411917747941	0.651455154261	-0.565119526714	0.692254520707	0.975120548899	-0.684111548611	0.0	1.04437539975	1.00928409418	-0.666962427193	-0.213867660879	-1.2759407676	0.586870562395	1.47767900159	0.570993167758	-0.977430424946	-0.666962427193	-0.0432623629475
('FUS Rme1 R514', 'Data-Type: Rme1')	-1.19123840728	-0.467920625558	-1.1850870958	-1.55360437108	1.647718533	-0.974077109349	0.0690292585212	1.62694469173	1.29022322898	1.34647534316	0.270643048103	-1.40942864459	-0.579686072402	-0.808974195223	0.352310823039	1.56044855926	-0.445110497853	0.599267974916	-0.155287897019	-0.0170704759892	-0.799386454186	0.119816682242	-0.0968395105789	-0.079405959527	-0.1165465744	-0.857781600354	0.300172452764	1.26551914031	-0.371144474294	-1.24771561605	0.292475667236	0.345240037293	2.89202469027	0.210625779433	-0.647875058648	-0.693932536642	-0.490822733448
('DDX42 Rme1 R814', 'Data-Type: Rme1')	-0.280782593002	0.181667333189	-0.741226704938	-1.11306277986	2.04876713585	-1.69918621405	-0.687940717737	1.12982048614	1.93432978579	1.49190708152	-0.101101992369	-0.544536338435	0.0	-0.385923331174	0.516725941344	1.31502376669	-0.355180616628	-0.504112961913	-0.641924994712	0.0	0.0	-0.8321989718	0.0	0.0	-0.0569666099174	-0.84419885282	0.0339270409807	0.463176080754	-0.468112878135	-1.88210126092	0.588945198203	0.297268281568	1.83071750685	0.202031077738	0.0	0.0208009158794	-0.916549814087
('PSMC6 AcK K206', 'Data-Type: AcK')	-1.38170233197	-1.18062022551	-1.0185597707	-0.742025435076	0.654546141997	-0.118258257861	0.0213637641414	2.66864161388	0.117205298913	1.71454298204	0.135036609256	-1.10703007681	-0.887982606187	-1.02852201745	0.202743844703	2.29920486701	0.0	0.0	0.0	-0.379392799572	-0.985141428474	-0.171486789507	-0.269322077976	0.380497177625	-0.168138393377	0.0	0.672026907104	0.0888601570411	-0.744571738794	-1.18062022551	0.2700706334	0.679908450218	0.843016627767	1.49549325046	0.283835469128	-0.320729976116	-0.84288964377
('TAGLN2 Rme1 R196', 'Data-Type: Rme1')	-0.936522300562	0.505885177586	0.274029064882	-0.0645117032075	0.0863347347462	-0.720910052803	0.511960916846	2.52701256608	1.81177176604	-0.120162204332	-0.449373850631	-1.11576726945	-0.581359342477	-0.828363420675	-0.036228506868	1.24416127457	0.227487238377	-0.307825385693	-0.141894505793	0.0903600723609	0.863239570711	1.00968265144	2.05324666807	0.987488030394	-1.91085604858	-0.860748120828	-0.342404777421	-0.486379969422	-1.06417793386	-1.83213259258	0.532168412947	0.961113476529	0.0827545011882	-0.342404777421	-0.106800001834	0.0863347347462	-1.60620809307
('HNRNPF Rme1 R212', 'Data-Type: Rme1')	-1.27207751008	-0.823743578234	-0.684199095326	-0.273359484989	0.0145064304129	-0.0460387346629	-0.936544577131	0.892496516581	1.19502859374	-0.0695567118231	0.788601148424	-0.914751659287	-0.372624501804	-0.757913250754	-0.946580172926	0.732429911436	-0.681400661033	1.233703758	0.788601148424	0.392137566437	2.41117196931	-0.203422023317	0.697852101329	1.57932422315	-1.68715988706	0.531712687553	0.613176874815	0.126277828367	-1.32189055059	-2.19896966926	0.426638315536	0.952371034885	0.486694345799	0.248236886736	-0.901567893541	1.11827809474	-1.13743947386
('EEF1G AcK K52', 'Data-Type: AcK')	-0.979360304152	-0.745052532657	-0.955656608483	0.138557185523	0.972189550645	-1.3113579995	-0.78058866407	0.339290230446	0.956449721693	0.643204042647	0.0859237728519	-1.92786112853	0.576315100377	-1.43864730257	-0.480193846381	0.191376242466	0.0767412374558	1.20996084456	-0.24398964498	1.5601479568	1.2783506219	0.0	2.27007303366	1.16964846844	-0.0825115983943	-0.217348718734	0.247240925931	0.655880644531	-1.74776459183	-1.11820062592	0.606155653262	0.0	-0.151362464067	0.622665760491	0.32119984481	-0.137437431661	-1.60403737658
('EEF1G AcK K220', 'Data-Type: AcK')	-1.39782680852	-0.948773002151	-1.30402673677	-0.317046997687	1.81787864253	-0.288934564775	-0.178875950587	0.683937484678	0.694629636432	1.15611855328	0.026635522023	-2.70436229021	0.279705812067	-1.72186733637	-1.66648583496	0.93650641484	-0.0843536159986	0.544661254354	-0.659716182328	-0.0109726218961	0.578494088521	0.571294100674	1.44321871414	1.10364933013	-1.08792334429	-0.561708924003	0.600140830072	0.825172067778	-0.804715015292	-0.564183865648	0.804542078211	0.238000260617	0.24338336064	1.1967220796	0.763858895405	0.452940147839	-0.659716182328
